BookingID,GuestID,AccommodationID,CheckInDate,CheckOutDate,TotalAmount,BookingStatus,DiscountApplied,PaymentStatus,CreatedAt,UpdatedAt
202,306,36,2024-06-14,2024-06-20,432.23,confirmed,6.59,paid,2024-12-19 17:15:56.261104,2024-12-19 17:15:56.261106
203,306,18,2024-06-20,2024-06-21,65.15,confirmed,3.93,failed,2024-12-19 17:15:56.261255,2024-12-19 17:15:56.261256
204,306,28,2024-06-03,2024-06-08,1636.0,confirmed,4.28,unpaid,2024-12-19 17:15:56.261394,2024-12-19 17:15:56.261396
205,307,10,2024-06-19,2024-06-21,280.56,cancelled,0.0,failed,2024-12-19 17:15:56.261570,2024-12-19 17:15:56.261571
206,310,46,2024-06-08,2024-06-11,952.09,confirmed,11.13,unpaid,2024-12-19 17:15:56.261764,2024-12-19 17:15:56.261766
207,310,19,2024-06-23,2024-06-24,125.91,confirmed,15.14,paid,2024-12-19 17:15:56.261905,2024-12-19 17:15:56.261907
208,311,16,2024-06-02,2024-06-07,1466.11,cancelled,14.32,unpaid,2024-12-19 17:15:56.262069,2024-12-19 17:15:56.262071
209,311,25,2024-06-23,2024-06-25,124.24,confirmed,0.0,unpaid,2024-12-19 17:15:56.262208,2024-12-19 17:15:56.262210
210,312,34,2024-06-06,2024-06-07,318.94,cancelled,17.86,paid,2024-12-19 17:15:56.262366,2024-12-19 17:15:56.262368
211,312,17,2024-06-12,2024-06-17,551.84,confirmed,3.6,failed,2024-12-19 17:15:56.262519,2024-12-19 17:15:56.262521
212,315,29,2024-06-26,2024-06-27,468.3,confirmed,5.71,failed,2024-12-19 17:15:56.262964,2024-12-19 17:15:56.262966
213,316,40,2024-06-23,2024-06-25,772.32,confirmed,0.0,paid,2024-12-19 17:15:56.263124,2024-12-19 17:15:56.263125
214,316,39,2024-06-28,2024-06-29,486.8,confirmed,0.0,failed,2024-12-19 17:15:56.263262,2024-12-19 17:15:56.263263
215,317,18,2024-06-25,2024-06-29,271.24,confirmed,0.0,paid,2024-12-19 17:15:56.263420,2024-12-19 17:15:56.263422
216,317,18,2024-06-11,2024-06-14,193.32,confirmed,4.97,paid,2024-12-19 17:15:56.263551,2024-12-19 17:15:56.263553
217,318,30,2024-06-04,2024-06-06,309.85,confirmed,9.67,failed,2024-12-19 17:15:56.263707,2024-12-19 17:15:56.263708
218,318,17,2024-06-13,2024-06-15,205.69,pending,10.17,unpaid,2024-12-19 17:15:56.263843,2024-12-19 17:15:56.263844
219,319,25,2024-06-22,2024-06-23,62.12,pending,0.0,failed,2024-12-19 17:15:56.264008,2024-12-19 17:15:56.264010
220,320,14,2024-06-04,2024-06-05,210.86,confirmed,19.03,failed,2024-12-19 17:15:56.264168,2024-12-19 17:15:56.264170
221,322,26,2024-06-02,2024-06-08,1244.41,confirmed,2.33,failed,2024-12-19 17:15:56.264344,2024-12-19 17:15:56.264345
222,323,48,2024-06-13,2024-06-15,715.13,pending,11.38,paid,2024-12-19 17:15:56.264497,2024-12-19 17:15:56.264499
223,324,9,2024-06-17,2024-06-20,1252.92,confirmed,8.39,unpaid,2024-12-19 17:15:56.264664,2024-12-19 17:15:56.264666
224,325,21,2024-06-19,2024-06-24,1284.7,confirmed,6.54,failed,2024-12-19 17:15:56.264947,2024-12-19 17:15:56.264948
225,326,23,2024-06-18,2024-06-19,229.28,pending,19.51,paid,2024-12-19 17:15:56.265102,2024-12-19 17:15:56.265104
226,326,42,2024-06-20,2024-06-21,463.42,cancelled,3.67,failed,2024-12-19 17:15:56.265250,2024-12-19 17:15:56.265252
227,326,24,2024-06-11,2024-06-17,2468.4,confirmed,8.96,failed,2024-12-19 17:15:56.265399,2024-12-19 17:15:56.265401
228,328,15,2024-06-11,2024-06-15,342.08,pending,11.36,paid,2024-12-19 17:15:56.265568,2024-12-19 17:15:56.265570
229,329,50,2024-06-28,2024-06-29,358.84,confirmed,14.62,paid,2024-12-19 17:15:56.265723,2024-12-19 17:15:56.265725
230,330,14,2024-06-08,2024-06-10,520.84,pending,0.0,failed,2024-12-19 17:15:56.265878,2024-12-19 17:15:56.265880
231,330,27,2024-06-13,2024-06-18,1787.1,confirmed,0.0,unpaid,2024-12-19 17:15:56.266137,2024-12-19 17:15:56.266138
232,331,39,2024-06-03,2024-06-06,1394.24,confirmed,4.53,paid,2024-12-19 17:15:56.266295,2024-12-19 17:15:56.266296
233,331,3,2024-06-28,2024-06-29,135.0,confirmed,0.0,failed,2024-12-19 17:15:56.266432,2024-12-19 17:15:56.266433
234,333,29,2024-06-13,2024-06-14,496.66,confirmed,0.0,paid,2024-12-19 17:15:56.266736,2024-12-19 17:15:56.266738
235,333,32,2024-06-21,2024-06-26,348.99,confirmed,13.38,unpaid,2024-12-19 17:15:56.266871,2024-12-19 17:15:56.266872
236,333,17,2024-06-16,2024-06-22,653.97,confirmed,4.8,unpaid,2024-12-19 17:15:56.267013,2024-12-19 17:15:56.267015
237,336,29,2024-06-09,2024-06-13,1868.24,cancelled,5.96,unpaid,2024-12-19 17:15:56.267472,2024-12-19 17:15:56.267473
238,336,31,2024-06-15,2024-06-18,1193.87,pending,19.77,unpaid,2024-12-19 17:15:56.267612,2024-12-19 17:15:56.267613
239,337,28,2024-06-07,2024-06-09,683.66,confirmed,0.0,paid,2024-12-19 17:15:56.267762,2024-12-19 17:15:56.267764
240,338,4,2024-06-12,2024-06-18,517.51,confirmed,12.7,failed,2024-12-19 17:15:56.267934,2024-12-19 17:15:56.267936
241,338,24,2024-06-16,2024-06-20,1521.24,confirmed,15.84,unpaid,2024-12-19 17:15:56.268072,2024-12-19 17:15:56.268074
242,339,1,2024-06-19,2024-06-22,979.51,pending,14.29,failed,2024-12-19 17:15:56.268253,2024-12-19 17:15:56.268255
243,339,26,2024-06-13,2024-06-19,1019.53,pending,19.98,failed,2024-12-19 17:15:56.268391,2024-12-19 17:15:56.268393
244,340,9,2024-06-03,2024-06-09,2726.59,confirmed,0.32,failed,2024-12-19 17:15:56.268544,2024-12-19 17:15:56.268546
245,340,2,2024-06-12,2024-06-18,370.56,confirmed,0.0,paid,2024-12-19 17:15:56.268682,2024-12-19 17:15:56.268683
246,340,7,2024-06-14,2024-06-17,509.11,pending,7.92,failed,2024-12-19 17:15:56.268820,2024-12-19 17:15:56.268822
247,341,36,2024-06-28,2024-06-29,71.95,cancelled,6.71,paid,2024-12-19 17:15:56.268987,2024-12-19 17:15:56.268989
248,342,25,2024-06-03,2024-06-07,242.67,cancelled,2.34,failed,2024-12-19 17:15:56.269139,2024-12-19 17:15:56.269140
249,343,16,2024-06-18,2024-06-20,565.09,cancelled,17.44,paid,2024-12-19 17:15:56.269284,2024-12-19 17:15:56.269286
250,343,24,2024-06-28,2024-06-29,404.53,cancelled,10.48,paid,2024-12-19 17:15:56.269433,2024-12-19 17:15:56.269434
251,345,29,2024-06-25,2024-06-28,1221.34,cancelled,18.03,paid,2024-12-19 17:15:56.269613,2024-12-19 17:15:56.269614
252,345,14,2024-06-05,2024-06-10,1223.32,confirmed,6.05,paid,2024-12-19 17:15:56.269754,2024-12-19 17:15:56.269756
253,345,33,2024-06-22,2024-06-27,1947.68,pending,7.85,failed,2024-12-19 17:15:56.269888,2024-12-19 17:15:56.269889
254,346,38,2024-06-24,2024-06-25,297.9,confirmed,14.0,paid,2024-12-19 17:15:56.270045,2024-12-19 17:15:56.270046
255,347,22,2024-06-27,2024-06-28,369.72,pending,9.39,unpaid,2024-12-19 17:15:56.270213,2024-12-19 17:15:56.270215
256,347,31,2024-06-21,2024-06-24,1387.62,pending,6.75,failed,2024-12-19 17:15:56.270357,2024-12-19 17:15:56.270359
257,350,45,2024-06-01,2024-06-06,1546.3,confirmed,0.0,failed,2024-12-19 17:15:56.270545,2024-12-19 17:15:56.270547
258,350,40,2024-06-27,2024-06-29,720.73,confirmed,6.68,failed,2024-12-19 17:15:56.270683,2024-12-19 17:15:56.270684
259,350,8,2024-06-04,2024-06-10,2630.51,pending,6.64,failed,2024-12-19 17:15:56.270812,2024-12-19 17:15:56.270814
260,351,37,2024-06-02,2024-06-05,1115.76,cancelled,9.59,failed,2024-12-19 17:15:56.270988,2024-12-19 17:15:56.270990
261,351,42,2024-06-27,2024-06-29,962.16,pending,0.0,failed,2024-12-19 17:15:56.271124,2024-12-19 17:15:56.271125
262,352,27,2024-06-11,2024-06-12,357.42,pending,0.0,failed,2024-12-19 17:15:56.271285,2024-12-19 17:15:56.271286
263,352,30,2024-06-24,2024-06-27,458.55,confirmed,10.88,paid,2024-12-19 17:15:56.271421,2024-12-19 17:15:56.271423
264,353,35,2024-06-01,2024-06-07,1066.23,confirmed,4.93,unpaid,2024-12-19 17:15:56.271578,2024-12-19 17:15:56.271579
265,354,24,2024-06-14,2024-06-15,451.89,confirmed,0.0,failed,2024-12-19 17:15:56.271732,2024-12-19 17:15:56.271733
266,355,37,2024-06-13,2024-06-19,2030.36,confirmed,17.74,failed,2024-12-19 17:15:56.272014,2024-12-19 17:15:56.272015
267,356,44,2024-06-02,2024-06-06,708.54,confirmed,10.66,failed,2024-12-19 17:15:56.272168,2024-12-19 17:15:56.272170
268,356,8,2024-06-08,2024-06-09,404.42,pending,13.88,unpaid,2024-12-19 17:15:56.272419,2024-12-19 17:15:56.272420
269,357,35,2024-06-02,2024-06-03,186.92,confirmed,0.0,paid,2024-12-19 17:15:56.272578,2024-12-19 17:15:56.272580
270,358,14,2024-06-27,2024-06-29,520.84,confirmed,0.0,paid,2024-12-19 17:15:56.272854,2024-12-19 17:15:56.272856
271,359,24,2024-06-07,2024-06-11,1807.56,confirmed,0.0,paid,2024-12-19 17:15:56.273009,2024-12-19 17:15:56.273010
272,360,29,2024-06-26,2024-06-27,454.49,confirmed,8.49,failed,2024-12-19 17:15:56.273163,2024-12-19 17:15:56.273164
273,360,1,2024-06-03,2024-06-07,1370.77,confirmed,10.04,failed,2024-12-19 17:15:56.273307,2024-12-19 17:15:56.273309
274,360,38,2024-06-15,2024-06-20,1625.83,pending,6.13,failed,2024-12-19 17:15:56.273452,2024-12-19 17:15:56.273454
275,361,23,2024-06-08,2024-06-10,483.28,cancelled,15.17,unpaid,2024-12-19 17:15:56.273610,2024-12-19 17:15:56.273612
276,361,18,2024-06-28,2024-06-29,59.32,confirmed,12.52,failed,2024-12-19 17:15:56.273743,2024-12-19 17:15:56.273745
277,362,47,2024-06-21,2024-06-23,562.59,pending,4.81,failed,2024-12-19 17:15:56.273897,2024-12-19 17:15:56.273899
278,363,25,2024-06-21,2024-06-27,323.48,confirmed,13.21,failed,2024-12-19 17:15:56.274050,2024-12-19 17:15:56.274052
279,364,42,2024-06-13,2024-06-14,442.35,pending,8.05,paid,2024-12-19 17:15:56.274210,2024-12-19 17:15:56.274212
280,365,20,2024-06-11,2024-06-17,2233.32,confirmed,0.0,failed,2024-12-19 17:15:56.274366,2024-12-19 17:15:56.274368
281,366,36,2024-06-22,2024-06-27,320.43,confirmed,16.9,failed,2024-12-19 17:15:56.274650,2024-12-19 17:15:56.274651
282,366,4,2024-06-12,2024-06-14,196.55,pending,0.53,failed,2024-12-19 17:15:56.274783,2024-12-19 17:15:56.274784
283,367,21,2024-06-11,2024-06-12,274.92,confirmed,0.0,paid,2024-12-19 17:15:56.274937,2024-12-19 17:15:56.274939
284,367,6,2024-06-09,2024-06-13,417.98,confirmed,11.55,failed,2024-12-19 17:15:56.275074,2024-12-19 17:15:56.275075
285,367,42,2024-06-04,2024-06-05,457.31,pending,4.94,paid,2024-12-19 17:15:56.275214,2024-12-19 17:15:56.275216
286,368,3,2024-06-01,2024-06-04,352.19,cancelled,13.04,failed,2024-12-19 17:15:56.275377,2024-12-19 17:15:56.275379
287,369,7,2024-06-20,2024-06-24,701.52,pending,4.84,failed,2024-12-19 17:15:56.275537,2024-12-19 17:15:56.275538
288,369,10,2024-06-28,2024-06-29,129.31,cancelled,7.82,unpaid,2024-12-19 17:15:56.275665,2024-12-19 17:15:56.275666
289,370,5,2024-06-02,2024-06-03,409.14,pending,0.0,paid,2024-12-19 17:15:56.275824,2024-12-19 17:15:56.275826
290,371,28,2024-06-02,2024-06-03,292.85,confirmed,14.33,unpaid,2024-12-19 17:15:56.275979,2024-12-19 17:15:56.275981
291,372,43,2024-06-11,2024-06-14,1042.94,confirmed,18.42,unpaid,2024-12-19 17:15:56.276134,2024-12-19 17:15:56.276136
292,373,19,2024-06-10,2024-06-14,522.32,cancelled,11.99,unpaid,2024-12-19 17:15:56.276291,2024-12-19 17:15:56.276293
293,375,12,2024-06-24,2024-06-26,705.54,confirmed,3.3,paid,2024-12-19 17:15:56.276467,2024-12-19 17:15:56.276468
294,375,32,2024-06-23,2024-06-27,322.32,confirmed,0.0,failed,2024-12-19 17:15:56.276600,2024-12-19 17:15:56.276601
295,376,23,2024-06-07,2024-06-12,1290.37,confirmed,9.4,failed,2024-12-19 17:15:56.276759,2024-12-19 17:15:56.276760
296,376,50,2024-06-02,2024-06-03,395.23,confirmed,5.96,paid,2024-12-19 17:15:56.276890,2024-12-19 17:15:56.276891
297,376,49,2024-06-06,2024-06-12,466.8,confirmed,0.0,failed,2024-12-19 17:15:56.277035,2024-12-19 17:15:56.277037
298,377,32,2024-06-19,2024-06-25,483.48,confirmed,0.0,paid,2024-12-19 17:15:56.277192,2024-12-19 17:15:56.277193
299,378,47,2024-06-28,2024-06-29,251.42,confirmed,14.92,paid,2024-12-19 17:15:56.277334,2024-12-19 17:15:56.277335
300,379,15,2024-06-01,2024-06-06,482.4,confirmed,0.0,unpaid,2024-12-19 17:15:56.277620,2024-12-19 17:15:56.277622
301,380,23,2024-06-22,2024-06-26,1139.4,confirmed,0.0,paid,2024-12-19 17:15:56.277768,2024-12-19 17:15:56.277770
302,381,6,2024-06-04,2024-06-10,674.39,confirmed,4.86,unpaid,2024-12-19 17:15:56.277926,2024-12-19 17:15:56.277928
303,381,29,2024-06-04,2024-06-05,409.25,confirmed,17.6,unpaid,2024-12-19 17:15:56.278063,2024-12-19 17:15:56.278064
304,382,11,2024-06-27,2024-06-28,458.05,confirmed,5.14,paid,2024-12-19 17:15:56.278215,2024-12-19 17:15:56.278217
305,383,9,2024-06-27,2024-06-28,388.05,pending,14.88,paid,2024-12-19 17:15:56.278498,2024-12-19 17:15:56.278500
306,385,37,2024-06-26,2024-06-29,1042.95,pending,15.49,unpaid,2024-12-19 17:15:56.278808,2024-12-19 17:15:56.278810
307,386,23,2024-06-01,2024-06-03,510.05,confirmed,10.47,unpaid,2024-12-19 17:15:56.278961,2024-12-19 17:15:56.278963
308,386,2,2024-06-07,2024-06-12,308.8,pending,0.0,paid,2024-12-19 17:15:56.279098,2024-12-19 17:15:56.279099
309,388,23,2024-06-08,2024-06-10,511.93,confirmed,10.14,unpaid,2024-12-19 17:15:56.279272,2024-12-19 17:15:56.279273
310,389,22,2024-06-19,2024-06-24,2040.15,cancelled,0.0,unpaid,2024-12-19 17:15:56.279426,2024-12-19 17:15:56.279427
311,389,49,2024-06-18,2024-06-20,125.8,confirmed,19.15,failed,2024-12-19 17:15:56.279567,2024-12-19 17:15:56.279569
312,392,13,2024-06-03,2024-06-08,2108.91,pending,5.73,unpaid,2024-12-19 17:15:56.279876,2024-12-19 17:15:56.279878
313,393,27,2024-06-13,2024-06-19,1897.9,pending,11.5,failed,2024-12-19 17:15:56.280025,2024-12-19 17:15:56.280026
314,393,31,2024-06-01,2024-06-02,496.02,pending,0.0,unpaid,2024-12-19 17:15:56.280156,2024-12-19 17:15:56.280158
315,396,3,2024-06-08,2024-06-09,119.38,confirmed,11.57,paid,2024-12-19 17:15:56.280331,2024-12-19 17:15:56.280332
316,396,44,2024-06-04,2024-06-09,991.35,confirmed,0.0,unpaid,2024-12-19 17:15:56.280468,2024-12-19 17:15:56.280470
317,398,49,2024-06-23,2024-06-25,142.08,confirmed,8.69,unpaid,2024-12-19 17:15:56.280635,2024-12-19 17:15:56.280636
318,398,29,2024-06-13,2024-06-17,1787.38,cancelled,10.03,unpaid,2024-12-19 17:15:56.280764,2024-12-19 17:15:56.280765
319,399,42,2024-06-05,2024-06-07,962.16,confirmed,0.0,failed,2024-12-19 17:15:56.280919,2024-12-19 17:15:56.280920
320,399,4,2024-06-13,2024-06-18,494.0,confirmed,0.0,unpaid,2024-12-19 17:15:56.281051,2024-12-19 17:15:56.281052
321,399,33,2024-06-27,2024-06-28,422.72,confirmed,0.0,failed,2024-12-19 17:15:56.281185,2024-12-19 17:15:56.281187
322,400,25,2024-06-13,2024-06-16,169.81,confirmed,8.88,unpaid,2024-12-19 17:15:56.281334,2024-12-19 17:15:56.281336
